id,name,age,class,stream,subject,topic,difficulty,clarity,last_score,daily_hours,study_time,session_time,break_time,weekly_hours,days_left,exam_type,priority,syllabus_done,focus,distraction,consistency,revision,practice,learning_style,screen_time,sleep,stress,motivation,study_hours,revision_time,breaks,predicted_score,exam_year,exam_month,exam_day,exam_weekday
25,Rahul,18,College,Commerce,Accounts,Topic4,Medium,7,87,4,Morning,35,15,40,8,Unit,High,57,5,10,7,2,81,Practice,6,6,7,8,5,3,3,72,2026,8,20,3
26,Arjun,16,12,Arts,Physics,Topic1,Medium,1,76,5,Evening,32,8,20,12,Final,High,77,1,7,2,1,104,Notes,5,6,8,2,5,1,3,67,2026,8,1,5
27,Rahul,18,12,Arts,Math,Topic7,Hard,9,50,6,Night,60,8,15,22,Unit,Low,59,4,8,2,4,64,Video,2,8,4,5,3,2,1,83,2026,8,22,5
28,Simran,16,12,Science,History,Topic7,Easy,4,76,2,Night,32,14,31,13,Final,Medium,66,4,8,3,2,55,Video,2,6,6,4,2,1,3,76,2026,8,20,3
29,Neha,18,11,Arts,Math,Topic3,Hard,10,88,3,Morning,47,12,36,12,Unit,Medium,63,9,6,5,3,62,Practice,5,5,6,5,5,1,1,81,2026,8,13,3
30,Sneha,20,College,Commerce,Accounts,Topic4,Medium,7,52,3,Night,58,10,31,7,Unit,Low,45,5,5,5,2,85,Video,3,7,7,9,5,2,1,84,2026,8,3,0
31,Amit,16,College,Commerce,Accounts,Topic5,Easy,6,80,4,Morning,37,5,27,22,Final,Medium,70,4,7,8,5,54,Notes,4,6,5,9,2,3,2,62,2026,8,4,1
32,Arjun,17,11,Commerce,Accounts,Topic5,Medium,3,68,6,Evening,51,9,18,21,Unit,Medium,31,9,10,4,3,104,Video,5,7,7,4,3,2,3,87,2026,8,18,1
33,Karan,18,College,Commerce,Math,Topic3,Medium,5,73,4,Evening,59,11,17,11,Final,High,33,2,2,6,4,129,Notes,2,5,1,1,3,1,2,89,2026,8,2,6
34,Anjali,20,12,Arts,CS,Topic10,Medium,9,52,3,Evening,60,8,20,30,Final,High,70,8,10,10,4,64,Notes,6,6,7,3,3,1,3,60,2026,8,24,0
35,Neha,17,12,Commerce,Math,Topic8,Hard,5,65,3,Morning,38,11,37,27,Final,High,75,1,7,6,4,72,Practice,4,6,1,9,5,2,2,80,2026,8,1,5
36,Simran,17,11,Arts,Physics,Topic6,Medium,2,77,4,Evening,53,8,29,23,Final,Medium,80,6,9,4,1,76,Practice,4,5,7,8,2,3,3,71,2026,8,20,3
37,Neha,19,College,Science,Math,Topic4,Easy,2,54,5,Night,39,11,39,5,Final,Low,70,6,2,9,2,75,Video,5,8,7,2,2,2,3,69,2026,8,21,4
38,Amit,16,11,Arts,Physics,Topic1,Medium,5,70,5,Night,33,8,36,22,Unit,High,74,4,4,5,1,94,Notes,5,7,10,10,5,3,1,65,2026,8,8,5
39,Anjali,18,College,Arts,CS,Topic3,Easy,1,68,2,Night,53,6,18,16,Final,High,76,6,2,9,2,121,Practice,2,6,5,7,3,2,1,76,2026,8,4,1
40,Arjun,16,11,Arts,Math,Topic6,Easy,10,83,3,Morning,51,15,28,25,Unit,Medium,44,2,4,10,5,54,Practice,6,8,5,1,5,1,2,63,2026,8,27,3
41,Karan,17,College,Arts,CS,Topic6,Medium,1,75,4,Night,32,6,31,21,Unit,Medium,46,10,2,1,1,53,Practice,5,8,9,3,3,2,1,66,2026,8,28,4
42,Rahul,16,College,Arts,Physics,Topic1,Easy,5,53,4,Night,42,13,40,25,Final,Medium,44,8,9,6,2,66,Practice,6,6,9,5,3,1,3,79,2026,8,5,2
43,Amit,19,College,Science,Math,Topic9,Medium,10,77,3,Morning,46,15,30,9,Final,High,59,6,7,1,5,80,Video,3,8,5,5,5,1,3,90,2026,8,25,1
44,Priya,19,12,Commerce,History,Topic8,Medium,4,53,2,Morning,33,10,23,24,Unit,Low,69,7,10,4,5,85,Video,5,6,7,6,2,1,2,61,2026,8,12,2
45,Rohit,19,11,Arts,CS,Topic5,Hard,4,57,3,Morning,59,5,19,26,Final,Low,56,2,6,6,5,60,Notes,4,8,2,5,4,2,3,88,2026,8,28,4
46,Arjun,18,College,Science,Physics,Topic9,Medium,2,52,4,Evening,30,14,34,28,Unit,High,72,9,6,10,3,143,Notes,4,8,7,3,5,1,3,72,2026,8,8,5
47,Simran,19,12,Science,Math,Topic10,Medium,5,84,5,Morning,34,8,32,16,Unit,Medium,64,2,8,6,4,99,Practice,6,6,7,10,2,3,3,69,2026,8,20,3
48,Sneha,19,College,Science,Math,Topic7,Medium,10,86,4,Night,56,6,20,28,Unit,Medium,53,7,3,2,3,102,Practice,2,8,4,5,3,2,1,84,2026,8,7,4
49,Priya,18,12,Science,CS,Topic2,Easy,2,90,2,Morning,58,14,31,8,Final,High,59,7,2,7,2,57,Practice,5,8,7,10,3,3,3,80,2026,8,15,5
50,Amit,16,11,Commerce,Accounts,Topic5,Hard,7,53,3,Morning,58,5,31,24,Unit,High,77,4,3,4,2,85,Video,5,6,8,9,2,1,2,61,2026,8,10,0
51,Rahul,17,11,Commerce,CS,Topic9,Hard,7,81,4,Morning,48,11,33,21,Final,Low,80,2,6,4,5,58,Video,4,7,5,4,4,3,2,61,2026,8,15,5
52,Rohit,18,11,Science,History,Topic9,Easy,10,63,6,Night,48,8,37,27,Unit,Low,42,3,1,9,1,131,Practice,3,7,10,7,3,3,1,79,2026,8,12,2
53,Simran,18,12,Science,Accounts,Topic5,Hard,9,56,5,Morning,48,14,31,23,Unit,Medium,36,9,5,1,2,54,Notes,2,6,7,7,2,1,1,67,2026,8,20,3
54,Rahul,18,12,Commerce,CS,Topic5,Hard,5,60,5,Evening,57,13,17,16,Final,Low,41,1,5,5,3,77,Video,2,5,8,1,4,2,3,88,2026,8,2,6
55,Rahul,17,College,Arts,Math,Topic3,Medium,1,88,2,Night,41,12,34,21,Unit,High,65,10,2,4,3,116,Video,3,7,10,1,3,1,2,86,2026,8,11,1
56,Rahul,17,12,Science,History,Topic2,Easy,7,73,4,Evening,53,13,29,26,Final,Low,53,3,6,7,4,77,Notes,2,8,10,2,5,3,2,63,2026,8,28,4
57,Rahul,19,College,Arts,History,Topic8,Medium,7,86,6,Evening,43,6,16,7,Final,Medium,63,6,4,5,3,71,Video,2,8,8,5,5,2,1,61,2026,8,23,6
58,Neha,20,12,Arts,CS,Topic6,Medium,3,79,3,Night,56,7,34,21,Unit,Low,73,4,9,5,1,105,Video,5,7,9,4,4,2,1,64,2026,8,11,1
59,Karan,19,11,Science,History,Topic4,Easy,10,78,3,Morning,35,6,30,14,Final,Medium,72,10,8,10,3,137,Practice,5,6,2,1,2,1,3,80,2026,8,12,2
60,Amit,17,College,Arts,History,Topic1,Easy,9,89,4,Evening,51,12,32,6,Final,High,52,7,9,3,4,67,Notes,3,5,3,8,3,3,3,80,2026,8,22,5
61,Neha,18,College,Science,Accounts,Topic7,Medium,5,63,2,Morning,36,10,35,5,Unit,High,35,2,10,7,5,104,Practice,4,6,5,9,2,2,1,61,2026,8,7,4
62,Neha,19,12,Commerce,Math,Topic1,Easy,4,88,5,Night,58,12,30,29,Final,Medium,38,8,10,7,4,120,Video,4,8,5,1,5,1,1,75,2026,8,17,0
63,Amit,18,11,Arts,Physics,Topic6,Easy,8,59,3,Night,50,14,26,25,Unit,High,71,6,9,7,5,122,Practice,6,7,4,9,5,3,3,70,2026,8,24,0
64,Amit,19,11,Commerce,Accounts,Topic6,Easy,4,68,5,Evening,47,13,30,29,Unit,High,69,2,2,9,2,50,Practice,5,8,6,3,3,3,2,87,2026,8,9,6
65,Sneha,17,College,Commerce,Physics,Topic3,Medium,1,68,6,Night,31,11,33,21,Final,High,31,2,10,4,5,148,Video,6,6,1,1,3,1,1,63,2026,8,8,5
66,Simran,19,12,Commerce,CS,Topic6,Easy,7,58,2,Night,37,6,35,10,Unit,Low,61,4,5,3,1,135,Practice,3,8,5,8,3,1,3,88,2026,8,13,3
67,Karan,20,12,Science,Accounts,Topic9,Medium,2,84,6,Night,56,6,34,9,Final,Low,70,7,10,8,2,94,Video,4,8,6,1,3,2,2,72,2026,8,13,3
68,Amit,19,12,Commerce,Math,Topic4,Easy,3,76,5,Night,36,15,35,19,Unit,Low,35,8,5,7,5,120,Video,2,8,1,3,5,3,3,61,2026,8,5,2
69,Arjun,18,12,Arts,History,Topic10,Hard,9,58,2,Evening,41,8,33,17,Final,Low,44,5,9,4,2,147,Notes,5,6,2,1,5,3,2,90,2026,8,25,1
70,Rohit,16,11,Commerce,CS,Topic7,Medium,9,71,5,Evening,46,12,19,6,Unit,High,30,2,5,1,1,55,Video,4,6,1,9,4,2,2,78,2026,8,20,3
71,Karan,16,11,Commerce,Math,Topic8,Medium,1,59,4,Morning,44,8,37,5,Final,Medium,72,7,2,10,4,69,Notes,4,7,10,7,4,2,2,90,2026,8,8,5
72,Neha,17,11,Science,Physics,Topic5,Medium,9,82,4,Night,36,6,17,25,Final,Medium,59,10,8,9,2,92,Practice,5,6,6,9,3,1,3,74,2026,8,11,1
73,Simran,20,11,Science,Math,Topic9,Easy,1,85,4,Morning,50,14,27,29,Final,Low,42,5,9,6,2,145,Video,4,7,10,10,3,2,3,71,2026,8,14,4
74,Anjali,18,12,Commerce,CS,Topic7,Medium,1,83,5,Evening,48,9,20,22,Unit,Medium,80,2,9,7,2,81,Practice,3,8,2,3,3,2,1,71,2026,8,3,0
75,Arjun,18,11,Arts,Math,Topic2,Easy,5,69,3,Evening,54,11,39,24,Unit,Low,49,2,4,2,5,61,Practice,4,5,3,5,5,2,3,61,2026,8,14,4
76,Rohit,19,12,Science,Accounts,Topic6,Easy,1,64,3,Evening,53,15,18,25,Unit,High,46,8,1,3,4,139,Practice,3,5,8,5,5,2,1,80,2026,8,5,2
77,Simran,20,12,Science,Math,Topic2,Hard,8,74,4,Morning,31,15,15,18,Final,High,42,9,1,6,1,145,Video,6,5,9,8,2,1,3,85,2026,8,5,2
78,Rohit,17,12,Arts,Physics,Topic7,Easy,9,51,5,Night,59,6,38,8,Final,Medium,58,6,3,6,1,114,Notes,4,7,4,3,3,3,3,74,2026,8,2,6
79,Anjali,18,11,Commerce,Math,Topic7,Medium,1,78,5,Night,30,7,18,26,Final,High,62,9,5,3,3,93,Practice,4,7,6,9,5,3,2,85,2026,8,20,3
80,Karan,17,College,Science,Math,Topic10,Medium,7,61,4,Morning,58,10,19,16,Unit,Low,55,3,1,10,4,113,Notes,5,6,5,3,2,2,3,90,2026,8,3,0
81,Amit,17,12,Science,Accounts,Topic6,Hard,9,68,3,Evening,36,10,21,25,Final,Medium,77,3,4,6,2,131,Practice,5,7,6,1,2,1,3,66,2026,8,17,0
82,Priya,20,College,Science,CS,Topic10,Easy,8,74,5,Night,56,8,22,25,Unit,Low,63,2,5,10,3,87,Notes,4,6,2,9,2,3,2,81,2026,8,25,1
83,Arjun,16,College,Arts,Accounts,Topic10,Hard,9,90,6,Evening,60,11,16,26,Final,Low,40,3,9,5,2,77,Video,3,7,4,7,3,1,3,66,2026,8,14,4
84,Sneha,19,College,Commerce,Math,Topic7,Hard,4,80,4,Morning,34,13,31,20,Final,High,80,10,7,8,1,85,Video,2,6,2,10,5,2,1,75,2026,8,19,2
85,Simran,20,11,Science,History,Topic10,Easy,8,50,3,Night,52,7,16,20,Final,Low,79,10,1,6,4,51,Notes,5,5,1,4,5,1,2,77,2026,8,11,1
86,Simran,16,12,Commerce,CS,Topic2,Hard,3,65,4,Morning,53,8,29,14,Final,High,63,7,8,6,4,112,Video,4,8,7,2,3,2,2,82,2026,8,24,0
87,Priya,20,12,Arts,Accounts,Topic1,Easy,2,72,3,Evening,51,11,26,23,Final,High,61,5,6,8,1,126,Practice,5,8,5,10,5,3,1,88,2026,8,4,1
88,Sneha,19,12,Science,Math,Topic9,Hard,7,75,5,Morning,51,14,37,12,Unit,Low,40,5,7,4,4,141,Video,5,8,3,6,3,2,2,73,2026,8,7,4
89,Arjun,19,11,Arts,Accounts,Topic3,Hard,8,68,4,Night,34,9,38,6,Final,Low,79,2,1,5,1,116,Notes,6,8,4,4,4,1,1,66,2026,8,20,3
90,Priya,20,College,Science,Physics,Topic10,Hard,10,53,2,Evening,54,11,32,15,Unit,High,38,4,8,6,1,140,Video,6,5,9,4,3,3,1,77,2026,8,11,1
91,Rahul,17,College,Commerce,History,Topic3,Easy,6,52,6,Evening,39,9,15,20,Unit,Medium,64,7,8,3,2,133,Practice,3,6,8,1,5,1,1,78,2026,8,28,4
92,Amit,16,11,Commerce,Physics,Topic6,Hard,1,53,5,Night,42,6,19,19,Unit,Low,48,5,10,4,1,112,Notes,5,5,7,4,2,3,2,80,2026,8,18,1
93,Amit,18,College,Arts,Math,Topic8,Easy,10,79,6,Night,40,7,37,9,Final,Low,53,9,3,8,2,93,Video,3,7,10,4,5,1,2,82,2026,8,9,6
94,Amit,17,College,Science,Math,Topic10,Hard,10,58,4,Night,38,12,16,22,Unit,Medium,45,10,1,6,1,68,Notes,2,6,7,9,4,2,3,75,2026,8,14,4
95,Karan,20,12,Commerce,Math,Topic7,Hard,3,61,5,Night,53,7,28,10,Final,High,56,5,3,6,3,68,Video,4,8,7,1,5,2,2,68,2026,8,7,4
96,Karan,17,12,Commerce,History,Topic9,Medium,8,52,3,Morning,36,11,35,22,Unit,Medium,56,1,5,1,4,57,Notes,2,7,3,2,2,2,2,77,2026,8,2,6
97,Neha,20,12,Arts,CS,Topic4,Medium,1,58,3,Morning,50,12,33,22,Final,Low,79,5,6,4,2,119,Notes,6,6,5,9,2,3,2,63,2026,8,2,6
98,Sneha,17,11,Commerce,History,Topic8,Medium,5,59,5,Night,36,9,19,16,Final,Medium,54,9,10,6,5,132,Notes,2,6,5,1,3,2,2,77,2026,8,1,5
99,Arjun,20,12,Science,History,Topic2,Hard,7,90,2,Night,41,11,21,21,Final,High,37,2,1,3,4,114,Video,3,6,2,5,4,1,2,76,2026,8,12,2
100,Simran,18,11,Commerce,Math,Topic5,Hard,1,51,3,Morning,35,10,25,16,Final,Medium,52,3,4,7,2,61,Practice,3,8,3,2,5,1,2,66,2026,8,8,5
101,Simran,19,11,Commerce,Accounts,Topic7,Easy,4,85,3,Morning,58,6,39,12,Final,High,77,3,4,7,4,136,Practice,6,5,6,3,5,3,3,60,2026,8,24,0
102,Rohit,18,11,Commerce,Math,Topic6,Easy,3,90,3,Morning,45,13,17,5,Unit,Medium,74,7,10,5,1,59,Notes,6,5,7,1,5,3,3,66,2026,8,22,5
103,Priya,20,11,Commerce,History,Topic2,Medium,3,64,5,Night,53,9,32,7,Final,High,41,5,3,7,4,113,Notes,4,5,9,9,5,3,1,71,2026,8,7,4
104,Karan,19,11,Science,Accounts,Topic8,Medium,10,87,5,Evening,31,12,25,24,Unit,Low,67,9,10,3,3,93,Notes,6,8,1,2,3,3,2,85,2026,8,10,0
105,Arjun,18,11,Science,History,Topic4,Hard,5,65,3,Evening,49,11,31,25,Final,Low,53,6,10,1,5,85,Notes,2,8,7,7,5,2,1,86,2026,8,6,3
106,Arjun,16,College,Science,Accounts,Topic6,Easy,9,74,4,Morning,36,14,40,19,Final,High,75,7,10,5,5,106,Practice,3,7,8,5,3,3,2,86,2026,8,17,0
107,Simran,18,12,Science,Math,Topic6,Hard,9,90,5,Morning,53,15,25,29,Unit,High,68,3,5,4,1,145,Notes,3,5,10,6,2,3,3,65,2026,8,4,1
108,Priya,20,12,Arts,CS,Topic2,Easy,8,64,3,Night,54,14,38,12,Final,Low,63,4,1,2,1,88,Notes,3,8,1,1,5,3,3,78,2026,8,28,4
109,Anjali,20,12,Commerce,Physics,Topic3,Easy,7,74,3,Night,50,7,31,24,Final,Low,32,1,8,10,1,64,Notes,4,8,10,8,2,1,1,72,2026,8,4,1
110,Sneha,18,College,Commerce,History,Topic10,Medium,8,74,2,Evening,30,7,17,27,Final,Medium,52,4,6,4,2,82,Notes,4,8,3,7,3,2,3,77,2026,8,23,6
111,Rohit,18,College,Arts,Math,Topic1,Easy,3,74,6,Morning,40,10,19,7,Final,Medium,76,7,3,6,3,97,Video,2,5,7,5,3,3,3,77,2026,8,2,6
112,Rohit,20,11,Commerce,Physics,Topic10,Medium,8,51,2,Night,32,10,16,9,Unit,Medium,33,10,5,8,4,139,Video,6,8,4,1,4,2,2,87,2026,8,4,1
113,Sneha,19,11,Arts,Math,Topic10,Medium,1,70,6,Morning,39,13,28,7,Final,Medium,31,2,10,7,2,138,Practice,2,7,9,5,5,1,3,73,2026,8,7,4
114,Arjun,16,College,Commerce,Accounts,Topic2,Medium,8,57,4,Night,54,7,26,26,Final,High,41,10,4,9,5,82,Video,2,7,9,6,3,3,2,70,2026,8,27,3
115,Arjun,16,College,Commerce,Physics,Topic5,Medium,7,74,4,Night,55,8,21,22,Unit,Low,45,2,5,7,2,108,Practice,4,8,2,7,2,3,1,88,2026,8,14,4
116,Rahul,20,College,Commerce,CS,Topic8,Hard,8,65,4,Night,44,9,26,21,Unit,High,43,9,6,9,4,127,Notes,4,6,4,2,3,3,1,62,2026,8,15,5
117,Priya,18,College,Science,Math,Topic8,Medium,7,75,5,Evening,43,12,34,30,Final,Low,79,4,7,5,2,127,Practice,4,6,8,5,4,3,1,68,2026,8,11,1
118,Priya,18,11,Science,History,Topic2,Hard,7,58,3,Night,31,11,35,29,Unit,Low,41,6,10,6,4,101,Video,3,5,8,6,2,1,2,72,2026,8,17,0
119,Sneha,20,12,Arts,Physics,Topic10,Hard,3,54,6,Morning,60,14,40,15,Final,Medium,44,9,7,7,3,65,Video,6,7,1,4,5,3,2,76,2026,8,20,3
120,Sneha,18,College,Arts,Accounts,Topic4,Easy,1,55,5,Morning,41,5,30,28,Final,Low,76,6,2,2,5,68,Notes,2,5,3,4,4,1,1,88,2026,8,17,0
121,Karan,20,College,Arts,CS,Topic3,Easy,3,76,6,Morning,60,9,34,20,Unit,High,46,3,4,8,3,135,Notes,2,6,10,1,3,2,2,66,2026,8,21,4
122,Priya,17,College,Arts,CS,Topic9,Easy,3,70,5,Morning,54,6,21,28,Final,High,33,4,5,3,4,136,Notes,6,7,7,3,3,3,1,81,2026,8,15,5
123,Rahul,20,College,Science,Accounts,Topic10,Hard,7,90,3,Night,53,11,28,6,Unit,Low,66,1,7,8,4,120,Video,6,7,9,2,4,2,3,78,2026,8,16,6
124,Priya,20,12,Commerce,CS,Topic3,Easy,1,71,5,Night,37,11,40,29,Final,High,78,8,6,6,2,56,Video,3,7,1,5,3,2,1,86,2026,8,23,6
125,Amit,17,12,Commerce,CS,Topic10,Easy,1,88,5,Morning,58,13,24,30,Final,Low,54,7,7,10,1,127,Notes,3,5,8,3,3,2,1,67,2026,8,10,0
126,Anjali,17,12,Commerce,History,Topic10,Easy,4,84,4,Morning,33,15,35,15,Final,High,58,7,4,5,5,137,Practice,3,6,7,5,3,2,1,65,2026,8,8,5
127,Amit,16,College,Science,CS,Topic7,Hard,2,67,6,Morning,49,15,31,24,Unit,Low,71,9,6,9,2,114,Notes,2,5,3,7,3,1,1,67,2026,8,23,6
128,Arjun,20,12,Science,Math,Topic4,Hard,2,58,6,Morning,30,14,29,16,Final,Medium,36,4,3,6,2,144,Video,3,5,2,3,5,1,3,64,2026,8,28,4
129,Anjali,17,11,Science,Physics,Topic2,Medium,3,83,2,Morning,60,13,22,21,Unit,Low,70,5,7,3,1,94,Video,5,6,9,8,4,2,2,75,2026,8,20,3
130,Arjun,19,12,Arts,History,Topic10,Hard,8,59,2,Morning,49,15,34,16,Unit,High,67,10,6,8,1,129,Practice,5,8,6,5,2,3,2,60,2026,8,2,6
131,Priya,20,College,Arts,Accounts,Topic7,Hard,1,73,5,Night,59,9,36,29,Final,Medium,61,2,6,1,4,91,Practice,4,6,8,5,2,3,3,60,2026,8,28,4
132,Karan,17,College,Science,Physics,Topic9,Hard,10,63,5,Evening,34,6,26,22,Unit,Medium,42,8,6,3,4,135,Video,6,8,10,2,2,1,3,83,2026,8,3,0
133,Anjali,20,College,Arts,History,Topic7,Medium,5,63,2,Evening,39,8,25,13,Unit,Medium,62,4,10,2,5,57,Notes,5,5,5,9,2,3,2,86,2026,8,9,6
134,Anjali,17,12,Science,CS,Topic6,Medium,5,80,6,Morning,37,10,36,15,Unit,Medium,30,8,6,5,1,133,Practice,5,8,2,8,3,2,2,71,2026,8,15,5
135,Rohit,17,College,Commerce,History,Topic5,Medium,1,63,5,Night,37,11,39,30,Unit,High,51,9,4,6,2,66,Video,5,6,2,5,4,3,1,77,2026,8,19,2
136,Arjun,16,11,Science,Physics,Topic6,Easy,10,55,2,Night,50,15,22,7,Unit,Medium,55,5,6,8,2,55,Practice,6,6,3,5,5,3,2,82,2026,8,19,2
137,Amit,18,College,Arts,Accounts,Topic10,Hard,4,59,2,Night,46,8,23,7,Unit,Low,32,10,7,8,1,142,Practice,4,8,4,5,3,3,1,68,2026,8,14,4
138,Sneha,18,11,Arts,Math,Topic3,Medium,7,59,4,Night,32,15,32,19,Unit,Medium,49,10,5,1,5,122,Practice,4,7,9,5,5,2,1,73,2026,8,1,5
139,Sneha,19,11,Commerce,Accounts,Topic7,Medium,5,81,4,Morning,60,10,19,7,Final,Medium,58,5,3,4,3,55,Notes,5,6,1,6,3,1,1,69,2026,8,12,2
140,Arjun,20,College,Commerce,Accounts,Topic6,Medium,3,56,5,Morning,51,8,17,8,Final,Medium,80,2,4,5,1,147,Practice,4,5,10,7,5,3,2,82,2026,8,25,1
141,Arjun,17,12,Arts,Physics,Topic7,Medium,10,60,4,Night,38,8,18,26,Unit,Medium,80,4,1,6,1,74,Notes,6,8,8,6,2,1,2,63,2026,8,17,0
142,Amit,16,College,Science,Physics,Topic3,Hard,3,90,6,Morning,42,5,30,12,Unit,High,48,8,5,7,2,67,Notes,5,6,5,4,2,3,1,78,2026,8,27,3
143,Sneha,16,12,Commerce,Physics,Topic5,Medium,7,63,4,Evening,49,8,19,10,Final,High,66,6,4,3,2,124,Notes,5,5,8,6,3,1,3,87,2026,8,18,1
144,Rahul,16,12,Arts,Physics,Topic1,Easy,7,58,5,Night,47,10,27,20,Final,Medium,46,4,6,2,2,118,Notes,3,5,6,2,4,1,3,78,2026,8,28,4
145,Arjun,19,11,Arts,CS,Topic10,Hard,4,65,5,Evening,43,11,34,18,Final,High,30,4,10,7,4,82,Notes,3,8,9,8,3,3,3,85,2026,8,12,2
146,Rohit,17,12,Science,Physics,Topic8,Medium,9,87,4,Night,45,8,23,10,Unit,High,74,3,2,5,5,112,Notes,2,5,7,1,3,1,1,64,2026,8,18,1
147,Rahul,19,12,Science,History,Topic1,Easy,10,71,6,Evening,46,6,22,14,Unit,Medium,67,5,9,8,1,81,Video,5,5,8,6,4,3,1,68,2026,8,20,3
148,Anjali,18,12,Science,Physics,Topic8,Medium,4,88,3,Night,30,11,39,17,Unit,Medium,38,8,5,7,2,117,Practice,3,8,10,8,3,2,2,75,2026,8,13,3
149,Anjali,19,11,Science,Math,Topic3,Medium,1,83,5,Morning,58,10,39,25,Unit,High,31,9,2,10,2,116,Notes,2,8,8,6,3,2,1,83,2026,8,13,3
